,Texto,Clase,Fecha,Autores,Coincidencia_elmundo
427,"el recinto ferial celebra el cuarto centenario de san isidro en un evento acotado, seguro y lleno de actividades",noticia,2021-11-05,VANESSA GRAELL,74
428,"27 años despues del suicidio del hombre que popularizo el grunge, el fbi ha abierto los archivos del caso, que consisten en tres cartas",noticia,2021-11-05,SILVIA MORENO,74
429,"la prohibida protagoniza un delirante filme de serie b que ha sido la sensacion del festival de cine de autor d'a de barcelona. icono de la comunidad lgtbi, ya prepara un nuevo disco de 'italodance'",noticia,2021-11-05,LUIGI BENEDICTO BORGES,84
430,"juan jose tellez. algeciras, 1958. el escritor y periodista ha publicado el libro de poemas 'los amores sucios' (aguilar), con el que busca 'emocionar, abrumar, entretener y zarandear' en tiempos de pandemia de coronavirus y... de estupidez.",noticia,2021-11-05,CONSUELO FONT,70
431,desde que bob dylan se deshiciera de varios tarjetones blancos con palabras y frases de su cancion subterranea homesick blues delante de la camara de d,noticia,2021-10-05,DARO PRIETO,74
432,"jesus aguirre, el controvertido segundo marido de cayetana de alba, murio en el palacio de liria el 11 de mayo de 2001 con la unica compañia de un mayordomo a consecuencia del cancer de laringe que le habian detectado ese mismo año y no pudo superar.",noticia,2021-10-05,ISABEL MUNERA,70
433,"los international opera awards 2019, celebrados este lunes tras ser pospuestos por la pandemia, reconocen la labor del coliseo madrileño.",noticia,2021-10-05,DARO PRIETO,77
434,la compañia italiana mulino ad arte ha llevado hasta las tablas la conciencia medioambiental,noticia,2021-10-05,CONSUELO FONT,70
435,el cantante español ofrecera en junio un concierto en el auditorio nacional de madrid a beneficio de cruz roja y actuara en el festival starlite.,noticia,2021-09-05,EL MUNDO,73
436,"contaba el fallecido ex jefe de la casa real, sabino fernandez campo, que uno de los grandes secretos de la reina sofia eran sus escapadas a la india en las que se desplazaba en cochambrosos trenes repletos de parias, la clase mas desfavorecida. solia viajar en compañia de su hermana irene, quien...",noticia,2021-09-05,BEATRIZ ROS,70
437,"españa ya no esta bajo el estado de alarma vigente desde octubre, y son muchos los ciudadanos que anoche decidieron festejarlo echandose a la calle.",noticia,2021-09-05,MARTN MUCHA,86
438,el presidente frances aplaude el 'aliento democratico' de la conferencia sobre el futuro de la union europea,noticia,2021-09-05,PACO REGO,74
439,"a traves del descubrimiento musical y teatral les enseña disciplina, compromiso, constancia, pero, sobre todo, les da la oportunidad creer en ellos mismos y soñar.",noticia,2021-09-05,JOSEAN IZARRA,70
440,innovacion el primer humanoide que participa en unas elecciones,noticia,2021-09-05,JAVIER ESTRADA,70
441,"las tres visitas a españa de la humanoide traida desde hong kong para contar la victoria de ayuso, a la que llamo guapa. llego en dos maletas, sabe pintar y tiene hasta pasaporte",noticia,2021-09-05,BAZAR,80
442,el lider de eh bildu recuerda el acuerdo suscrito en mayo de 2020 con el presidente socialista tras su reeleccion como lider del soberanismo vasco,noticia,2021-09-05,ESTHER MUCIENTES | SANTIAGO SAIZ | ANA CARRASCO,70
443,"frances mcdormand protagoniza nomadland, una road movie ganadora de tres oscar (mejor pelicula, direccion y actriz) y disponible en disney+. analizamos por que es uno de los mejores largometrajes que han podido verse en cines en el ultimo año",noticia,2021-09-05,ISABEL MUOZ,70
444,"seleccionamos los mejores descuentos y las ofertas de amazon en todas sus categorias: moda, belleza, tecnologia, deporte, hogar, ocio...",noticia,2021-08-05,CHEMA RODRGUEZ,70
445,el final del estado de alarma contra el coronavirus permite desde este domingo la libertad de movimientos por toda españa,noticia,2021-08-05,PABLO PARDO,70
446,"organizada por la cervecera estrella galicia en homenaje a las personas que viven por y para el camino, consta de siete murales de gran formato que cubren las ultimas etapas del camino frances.",noticia,2021-08-05,BEATRIZ MIRANDA,70
447,retrato el genio de la radio que se resiste a envejecer,noticia,2021-08-05,EFE,73
448,encuentro con jesus quintero en su refugio andaluz mientras prepara su propia fundacion,noticia,2021-08-05,INMA LIDN,70
449,"las dos mujeres del gigante despues de la sentencia por homicidio del policia que le mato. las palabras de gianna, la pequeña, fueron citadas hasta por el presidente biden",noticia,2021-08-05,E D,83
450,"el fisico nuclear moncho lopez dirigio una de las populares tiendas de deportes y monto su primera panaderia en 2004. hoy, a los 43, tiene 54 locales en madrid (14 propios, 40 franquicias) que facturan dos millones al mes.",noticia,2021-07-05,PABLO GIL,86
451,"este evento, que se emite este fin de semana en todo el mundo, reclama que todos los paises puedan tener acceso a la vacuna contra el covid-19",noticia,2021-07-05,M CANALES,80
452,"su vocacion le llevo a ocupar su primer cargo publico con 25 años. ha sido director general, diputado autonomico y concejal pero, como reconocido zaplanista, opto por apartarse de la primera linea cuando su referente perdio el control de ppcv. en 2019, su amigo teodoro garcia egea lo rescato en una ...",noticia,2021-07-05,GTRES,70
453,el artista de origen otomano ha dado ritmo a telenovelas como 'elif' u 'omer sueños robados',noticia,2021-07-05,CHELO PASTOR,70
454,"los planetas vuelven a la actividad mas desencantados, mas criticos y mas independientes que nunca con el proposito de hacer el retrato mas incomodo del mundo pandemico",noticia,2021-07-05,MANUEL LLORENTE,72
455,"espectaculo el teatro espacio raro de ifema acoge cruz de navajas, el esperado espectaculo musical que rinde homenaje a mecano con una increible puesta en escena",noticia,2021-07-05,EDUARDO LVAREZ,81
456,quien fuera monica en la famosisima serie ha desvelado que grabar la escena de la cabecera no fue para nada divertido,noticia,2021-07-05,LUIS ALEMANY,80
457,las alegaciones en defensa del conservatorio en blasco ibañez se 'aplazan' al analisis del plan pormenorizado. el presupuesto del acord de fadrell se elevara «pronto» a la oposicion,noticia,2021-06-05,LUIS FERNANDO ROMO,74
458,lorenzo silva novela en 'castellano' la revuelta de hace 500 años que acabo con el esbozo de una constitucion que pretendia limitar el poder del rey,noticia,2021-06-05,EM,70
459,"sabe que durante mucho tiempo la mayoria va a identificarle como el del gallo. pero el se lo toma con filosofia. manel navarro (sabadell, 1996), quien fuera nuestro representante en el festival de eurovision en 2017 con la cancion do it for your lover, esta de vuelta en la musica.",noticia,2021-06-05,MARTA SOTILLO,70
460,"madrid, 1991. cantante y productor. el «rey del trap gitano» es el socio mas reflexivo de los omar montes y compañia . su nueva cancion, no me enamoro, es «una cumbia 'up tempo'» sobre los males de amores, tema eterno.",noticia,2021-06-05,BAZAR,81
461,"si estados unidos creo a elvis presley, nosotros tuvimos a miguel rios. el rey del rock (75) lleva aparentemente retirado desde hace casi una decada, disfrutando de una vida placentera, aunque discreta, junto a su pareja, regina. publica nuevo disco ahora, tras 12 años sin editar nuevos temas. no...",noticia,2021-06-05,EFE,72
462,la asociacion moviendo el arte nacio en ludiente y busca el apoyo popular en un micromecenazgo para impulsar la cultura en la comarca y mantener con vida al pueblo y sus tradiciones,noticia,2021-06-05,BRUNO TOLEDANO,70
463,"¿que mejor manera de acabar una jornada laboral que con un buen baño con productos relajantes que nos ponga en modo off? segun el 'psicologo' de un anuncio de nescafe de hace ya unos cuantos años, 'quando arrivi a casa, ti 'mereci' un premio' (las patadas al diccionario italiano no son nuestras,...",noticia,2021-06-05,ANDREA M ROSA DEL PINO,79
464,"seleccionamos las mejores ofertas y los descuentos que puedes encontrar en la plataforma lider del 'ecommerce'. hay productos de todas las categorias: hogar, tecnologia, deporte, belleza, moda, ocio...",noticia,2021-06-05,FTIMA ELIDRISSI,72
465,"marta sanchez, pancho cespedes, merche o marta botia tambien estaran en el evento, presentador por nina",noticia,2021-06-05,LOLA MORA,70
466,"razer por fin a lanzado con teclado en español sus ordenadores, que son tan potentes, bonitos y tienen pantallas tan buenas que es imposible no adorarlos",noticia,2021-05-05,EL MUNDO,74
467,el artista madrileño sufrio bullying y agorafobia. pero la necesidad y su fe lo rescataron del vacio y hoy es uno de los productores mas solicitados de españa.,noticia,2021-05-05,AMAYA GARCIA,70
468,"tras protagonizar 'el internado: las cumbres', el benjamin de arias vuelve a trabajar en la serie que su padre protagoniza, como ya hicieron su hermano, jon, o su madre, pastora vega.",noticia,2021-05-05,TERESA GUERRERO,70
469,"de madrid a leon con parada en sevilla y cantabria, estos son cinco palacios fastuosos que abren sus puertas a visitantes para conocer, acompañados de un guia experto, su valioso patrimonio y sus secretos.",noticia,2021-05-05,NGEL JIMNEZ DE LUIS,72
470,la novena edicion del evento cultural madrileño tendra lugar entre los dias 6 y 13 de mayo en diferentes salas y espacios de la capital,noticia,2021-05-05,BAZAR,72
471,la variedad de propuestas la ha convertido en zona de moda otra vez. hay interesantes aperturas y cartas renovadas de lo mas apetecibles.,noticia,2021-05-05,CARMEN HERNNDEZ,81
472,"mtoto, un niño sapiens que murio a los tres años en el territorio que hoy es kenia, revela como los primeros humanos modernos trataban a sus muertos",noticia,2021-05-05,LOC,70
473,"esta semana ha comenzado el juicio que enfrenta a epic games, creadores de fortnite, y apple por las condiciones que esta ultima impone en su tienda de aplicaciones appstore.",noticia,2021-05-05,DANIEL VICENTE,86
474,"para celerar la llegada del buen tiempo, te dejamos una seleccion de las mejores ofertas y los descuentos que puedes encontrar en amazon. hay productos de todas las categorias: hogar, tecnologia, deporte, belleza, moda, ocio...",noticia,2021-05-05,ISABEL VELLOSO | CRISTBAL TOLEDO | JAVIER MUNERA | ANA CARRASCO,73
475,"por contra la ratio mas alta en secundaria, es decir el mayor numero de aspirantes a conseguir plaza, se concreta en las especialidades de educacion fisica y musica",noticia,2021-05-05,LUIGI BENEDICTO BORGES,79
476,a david bustamante no le gusta la prensa del corazon. detesta cuando los paparazzi le siguen por la calle y no soporta que los reporteros le pregunten por su vida privada.,noticia,2021-05-05,P P,70
477,"la conselleria atendera a los promotores de citas musicales como el sansan despues del previsible fin del estado de alarma para aclarar cuestiones como los aforos, los protocolos y fechas",noticia,2021-05-05,MANUEL LLORENTE,70
478,los ultimos datos del ministerio elevan la cifra total de contagios en españa desde que comenzo la pandemia hasta los 3.544.945. la cifra de fallecidos crece hasta los 78.399 y la incidencia desciende a 213 puntos,noticia,2021-04-05, ,76
479,"pastora soler (coria del rio, sevilla, 1978) se muestra exultante",noticia,2021-04-05,GERMN GONZLEZ,74
480,los gigantes tecnologicos se enfrentan en un tenso juicio a raiz de esta pregunta que el software ios14.5 hace a sus usuarios,noticia,2021-04-05,F R S,73
481,"el editor pedro tabernero publica una nueva edicion de uno de los libros fundamentales de la poesia del siglo xx, con textos de antonio lucas y luis antonio de villena",noticia,2021-04-05,EDURNE URRETA,70
482,live nation retrasa la gira de despedida del grupo y deja en manos de robe la posibilidad de realizar el tour en 2022,noticia,2021-04-05,SILVIA MORENO,74
483,"insta al partido a personarse en el procedimiento, igual que el pdecat, para determinar si son formaciones herederas de convergència",noticia,2021-03-05,I DG,70
484,"nos subimos a la reina indiscutible del segmento de las 100% touring gt de gran cilindrada, que copo el año pasado el 71% de las ventas de este reducido grupo de motocicletas.",noticia,2021-03-05,IAKI GIL,70
485,"millones de personas siguen enganchadas a la vida de luis miguel, reflejada en la serie de netflix. su biografo cuenta a loc como es el cantante y que ha sido de sus hermanos.",noticia,2021-03-05,CARLOS FRESNEDA,70
486,"eva yerbabuena. francfort, 1970. la bailaora y coreografa estrena el espectaculo 'al igual que tu' el 6 de mayo en el festival flamenco de jerez. su sobrina de 17 años ella garry se subira con ella al escenario. quienes han visto los ensayos coinciden: emocion asegurada.",noticia,2021-03-05,SARA POLO  JAVIER MUNERA,70
487,"en un mundo que frecuentemente considera que la cultura y la sensibilidad son defectos, jorge valdano hace tiempo que asumio su rol sin inmutarse",noticia,2021-03-05,EUROPA PRESS,79
488,"¿fue bonaparte el prototipo del dictador moderno? ¿o la espada que defendio las conquistas de la revolucion francesa? el bicentenario de su muerte, este miercoles, aviva una polemica colosal, pero a nadie se leocurre quitar una estatua del corso. por cierto, ¿era de derechas o de izquierdas?",noticia,2021-03-05,PABLO PARDO,70
489,"las batallas campales regresan a belfast, que aun conserva sus 'muros de paz'",noticia,2021-03-05,BAZAR,70
490,los partidos se repliegan en el dia de reflexion y la comunidad de madrid se prepara para las elecciones,noticia,2021-03-05,ISABEL VELLOSO  JAVIER MUNERA,74
491,la investigacion no ha permitido 'identificar a nadie como autor' no se descarta que pudiera haber un error en el recuento del taquillaje,noticia,2021-03-05,ANDREA M ROSA DEL PINO,77
492,"sera greg abel, que lleva tres año sal frente de las operaciones del conglomerado de buffet",noticia,2021-03-05,EL MUNDO,86
493,"una seleccion de las mejores ofertas y los descuentos que puedes encontrar en amazon en hogar, tecnologia, deporte, belleza, moda...",noticia,2021-02-05,SARA POLO  JD M,73
494,"extremadura detecta la variante india en un contagiado procedente de madrid, que tuvo contacto con un ciudadano indio en un master internacional",noticia,2021-02-05,J F,81
495,"el reconocido cantante se presenta el 4 y el 5 de mayo en madrid, junto al grupo mocedades, en un historico homenaje a su amigo armando manzanero.",noticia,2021-02-05,ISABEL VELLOSO  JAVIER MUNERA,70
496,"la federacion de sociedades musicales de la comunidad valenciana prepara su candidatura, que cuenta ya con el apoyo de la generalitat valenciana",noticia,2021-01-05,ESTHER MUCIENTES | CRISTBAL TOLEDO,74
497,"este domingo marca el cierre de campaña a las elecciones en madrid con los ultimos mitines de los candidatos, en busca de los votantes indecisos",noticia,2021-04-30,JUANMA LAMET,70
498,"superviviente de todos los excesos, la cantante reaparece con un disco sobre la soledad y la muerte tras enfermar y casi morir de covid",noticia,2021-04-30,SAL EMERGUI,70
499,detectan tres casos de la cepa india entre la tripulacion del barco aislado en vigo,noticia,2021-04-30,SAL EMERGUI,70
500,"victor manuel: ""¿que se vote si se quiere ser español o catalan? ¿pero que coño es esto?""",noticia,2021-03-07,ANA GARCA ROMERO,79
501,"sin mascarillas ni distancia social: caos en el vida, el primer festival pospandemia",noticia,2021-03-07,VANESSA GRAELL,76
502,"jim morrison, el gran copulador del rock que se 'frungio' analmente a los estados unidos de america",noticia,2021-03-07,DARO PRIETO,74
503,"coronavirus hoy, ultima hora | españa entra en riesgo alto y la incidencia se dispara a 449 entre los españoles de 20 a 29 años",noticia,2021-03-07,ESTHER MUCIENTES  NOELIA MARN  JAVIER MUNERA,72
504,talentos emergentes protagonizan los veranos de la villa mas internacionales,noticia,2021-03-07,ISMAEL MARINERO,77
505,sevilla cerrara el verano con un nuevo festival de musica al aire libre,noticia,2021-02-07,ANA GARCA ROMERO,86
506,siete planes para arrancar julio con ganas,noticia,2021-02-07,MCANALES,77
507,leiva elige el festival sansan de benicàssim para su regreso,noticia,2021-02-07,E M,84
508,"pablo diaz: ""si eres joven, hay que ganar un bote de pasapalabra para poder independizarte en madrid""",noticia,2021-02-07,PABLO R ROCES,70
509,"pablo diaz conocio a su novia en pasapalabra: ""ha sido mejor que ganar el bote""",noticia,2021-02-07,GTRES  LOC,72
510,"rauw alejandro: ""habia mucho regueton en la calle, estabamos un poco monotonos""",noticia,2021-02-07,CRISTINA LUIS  REDA SLAFTI ,86
511,pablo diaz se lleva el bote de pasapalabra tras 260 programas: 1.828.000 euros,noticia,2021-02-07,PABLO R ROCES,72
512,"los ultimos dias de jim morrison: ""me hago viejo, es el momento de parar""",noticia,2021-02-07,IAKI GIL,76
513,"fast & furious 9, el robo del siglo y todos los estrenos de la semana",noticia,2021-02-07,JAVIER ESTRADA,70
514,escapada al diminuto pueblo medieval del que todo el mundo habla,noticia,2021-02-07,M CANALES,70
515,"vestidos de rihanna, guitarras en la habitacion y musica de la movida: asi es el nuevo hard rock hotel madrid",noticia,2021-02-07,ISABEL GARCA,86
516,el protagonista del baile viral de 'el violador eres tu' cuida ahora de los estudiantes confinados en mallorca,noticia,2021-01-07,NGEL ORTIZ,70
517,"teresa cameselle, escritora: ""el apoyo a la cultura y literatura es un oasis en un desierto""",noticia,2021-01-07,DANIEL VICENTE,70
518,"niña pastori se suma al som festival en sustitucion de diego el cigala, denunciado por malos tratos",noticia,2021-01-07,EL MUNDO,77
519,"violinista y 'streamer' en twitch: asi es pablo diaz, el joven prodigio que ha hecho historia en 'pasapalabra'",noticia,2021-01-07,LOC,76
520,"bobby gillespie: ""el nacionalismo ingles es una extraña mezcla de supremacismo racial y humillacion nacional""",noticia,2021-01-07,ISMAEL MARINERO,77
521,"carmen maria machado: ""la mayor parte de los maltratos domesticos son completamente legales""",noticia,2021-01-07,LETICIA BLANCO,70
522,granada en cinco visitas imprescindibles para vivir toda su magia,noticia,2021-01-07,EL MUNDO VIAJES,73
523,"lucia fernanda: ""la cultura gitana no es mas machista que el resto""",noticia,2021-01-07,IAKO DAZGUERRA,86
524,"""hemos visto y leido cosas que dicen que estan pasando aqui dentro y que no son verdad""",noticia,2021-06-30,MANUEL FERNNDEZ,72
525,cuando francisco umbral desterro a francisco perez,noticia,2021-06-30,ANTONIO LUCAS,70
526,"la reforma de ley del suelo, llave de la legislatura en andalucia",noticia,2021-06-30,TERESA LPEZ PAVN,70
527,muere el musico de jazz bob sands a los 55 años,noticia,2021-06-30,E,79
528,"asi funciona morphee, el nuevo 'gadget' para meditar y plantarle cara al estres que te ayudara a dormir mejor",noticia,2021-06-30,JESSICA NIETO,70
529,"los chollos del dia en amazon: un robot aspirador al 42%, una crema solar de garnier al 50%, una bascula inteligente a mitad de precio...",noticia,2021-06-30,BAZAR,70
530,sony wf-1000xm4: lo unico malo que tienen es el nombre,noticia,2021-06-30,BRUNO TOLEDANO,73
531,samsung lanza en españa las barras de sonido de la serie q 2021 con true dolby atmos y q-symphony,noticia,2021-06-30,EUROPA PRESS,70
532,"mala rodriguez: ""mi carrera me importa tres cojones comparada con el amor de mi familia""",noticia,2021-06-30,JOS FAJARDO,86
533,"cristina pedroche: ''nunca me resisto a las croquetas de la pedroche de streetxo o la lasaña del goxo, aunque haya comido''",noticia,2021-06-30,A GABRIEL,72
534,"4 razones para ver 'fast & furious 9', un taquillazo del verano",noticia,2021-06-30,JAVIER ESTRADA,72
535,"nyno vargas: ""soy ciudadano español, no me considero diferente por ser gitano""",noticia,2021-06-30,DARO PRIETO,86
536,"pere navarro: ""nos han vacunado, pero eso no te hace inmortal en carretera""",noticia,2021-06-29,PEDRO SIMN  FOTOS JAVI MARTNEZ,70
537,"dentro del hotel del macrobrote: ""corren por los pasillos, hacen fiestas y bromas telefonicas. es un infierno""",noticia,2021-06-29,ANDREA FEDERICA DE CESCO CORRIERE DELLA SERA,76
538,"noticias de hoy, martes, 29 de junio de 2021",noticia,2021-06-29,EL MUNDO,70
539,"vox introduce una grabacion de ""gibraltar español"" en una conferencia de fabian picardo en madrid",noticia,2021-06-29,MARISOL HERNNDEZ,70
540,"ouigo, en busca de los viajeros mas jovenes: anuncia momentos musicales y una cancion con maikel delacalle",noticia,2021-06-29,EL MUNDO,79
541,los rebeldes entran en la capital de la region etiope de tigray y el gobierno interino huye,noticia,2021-06-29,AFP,72
542,"coronavirus españa hoy, ultima hora | la incidencia sube cinco puntos desde el viernes y supera los 100 casos",noticia,2021-06-29,NOELIA MARN  ESTHER MUCIENTES  JAVIER MUNERA,70
543,estas son las rutas mas originales para redescubrir madrid,noticia,2021-06-29,M CANALES,72
544,"andrea motis: ""niña prodigio, no; pero desde los 14 años estoy en los escenarios""",noticia,2021-06-29,SILVIA MORENO,86
545,"kiko veneno: ""es como si con la pandemia hubieran pensado: 'nos vamos a quitar el gasto de estos ancianos'""",noticia,2021-06-28,PEDRO SIMN  F B D,81
546,"manuela, hija de alejandro sanz, presume de novio en instagram",noticia,2021-06-28,BANG,70
547,isabel pantoja sorprende al recordar emocionada a su hijo kiko rivera,noticia,2021-06-28,GTRES,72
548,bruce springsteen inaugura el retorno de los espectaculos a broadway,noticia,2021-06-28,,76
549,"espido freire: ""¿vivir solo de escribir libros? no es facil ni ahora ni nunca""",noticia,2021-06-28,DANIEL VICENTE,70
550,un rap por la patria china,noticia,2021-06-28,LUCAS DE LA CAL,86
551,"gonzalo suarez: ""cada vez somos mas proclives a que nos conduzcan""",noticia,2021-06-28,LUIS MARTNEZ,70
552,toreria de morante en el arrebatado triunfo de ferrera,noticia,2021-06-27,L P,70
553,cuando pedro sanchez era un ligon con camiseta ajustada,noticia,2021-06-27,J B,74
554,"operacion camaron, spirit: indomable y todos los estrenos de cine de la semana",noticia,2021-06-27,JAVIER ESTRADA,70
555,temor ante un posible brote de la variante delta en italia tras una fiesta ilegal de 700 personas en lombardia,noticia,2021-06-27,FRANCESCO GASTALDI  C  S,70
556,"alboran, rozalen, fangoria... diez conciertos en madrid para los que quedan entradas (de momento)",noticia,2021-06-27,ROCO NAVARRO,86
557,"coronavirus españa hoy, ultima hora | los padres culpan a los ""organizadores de los viajes"" del ""megabrote""",noticia,2021-06-27,ISABEL VELLOSO  REBECA YANKE  JD M,70
558,"sandra garcia-sanjuan: ""placido domingo es un numero 1 y tiene que estar en starlite""",noticia,2021-06-27,DARO PRIETO,86
559,gabriele d'annunzio: una inspiracion para mussolini y un enemigo para hitler,noticia,2021-06-26,DARO PRIETO,74
560,"apple, presionada por varios gobiernos, sale a la defensa de su tienda de apps",noticia,2021-06-26,NGEL JIMNEZ DE LUIS,70
561,olivia valère: un señor llego con un maletin lleno de dinero y 15 mercedes con las hijas del sultan de brunei,noticia,2021-06-26,L F R,73
562,"el orgullo tambien es una explosion cultural: teatro, cine musica, exposiciones....",noticia,2021-06-26,ISMAEL MARINERO,76
563,"quentin tarantino: ""en 2028 estaremos hartos de esta ola de lo politicamente correcto y habra una buena resaca""",noticia,2021-06-25,L M,76
564,arranca el festival de teatro clasico de merida con el doble de representaciones,noticia,2021-06-25,DAVID VIGARIO,72
565,israel devuelve las mascarillas a espacios interiores a raiz de la variante delta,noticia,2021-06-25,SAL EMERGUI,70
566,"dos veces, de david bisbal y luis fonsi: letra y video",noticia,2021-06-25,TRESB,76
567,"'feria', de ana iris simon, lo ultimo de elisabet benavent y 'cincuenta sombras de grey' y otros titulos que debes llevarte estas vacaciones",noticia,2021-06-25,BAZAR,70
568,"aissa: ""mi cultura tiene muchas cosas bonitas aunque la gente no lo vea""",noticia,2021-06-25,CRISTINA LUIS  SERGIO GONZLEZ V,86
569,"pablo alboran: ""he vivido los dramas de esta epoca con rabia, como todos""",noticia,2021-06-25,LUIS ALEMANY,83
570,asi es el 'apartamento' de los reyes cuando duermen en sevilla,noticia,2021-06-25,ANA GARCA ROMERO,70
571,"arranca la nueva temporada de los teatros del canal: ciclos de conciertos, opera, zarzuela y mucha musica",noticia,2021-06-25,EL MUNDO,81
572,"xiringuito by casa mono, el comedor con playa de madrid",noticia,2021-06-25,ISABEL MUOZ,70
573,ferrera corta un rabo y triunfa con juanito en una polemica tarde en badajoz,noticia,2021-06-25,EFE,70
574,"marbella, una escapada perfecta de fin de semana",noticia,2021-06-24,,72
575,framing britney spears: el nuevo capitulo del espectaculo mas inquietante del pop,noticia,2021-06-24,PABLO GIL,80
576,"el hormiguero: apnea musical, el curioso reto que protagonizaron pilar rubio y pablo motos",noticia,2021-06-24,TRESB,74
577,pixel buds a-series: google no se rinde con sus auriculares,noticia,2021-06-24,BRUNO TOLEDANO,70
578,"nuria espert: ""los nacionalismos hacen pequeños a los pueblos y a las personas""",noticia,2021-06-24,MANUEL LLORENTE  FOTOGRAFAS CARLOS GARCA POZO,73
579,nueva normalidad sin mascarilla: asi se cuida la piel,noticia,2021-06-24,MARTA SOTILLO,70
580,mujer y mayor de 45 años: ¿eres victima del edadismo?,noticia,2021-06-24,SILVIA NIETO,73
581,"pablo puyol, de un paso adelante a encontrar el amor gracias a antonio banderas",noticia,2021-06-24,FTIMA ELIDRISSI,70
582,conil ve la luz: cinco razones para escaparse unos dias antes de que se llene de gente en verano,noticia,2021-06-24,MARA CANALES,70
583,"mamzel, la experiencia del lujo, en marbella",foto,2021-06-23,,81
584,"vetusta morla, amaral o love of lesbian encabezan el ambicioso cartel del sansan trasladado a octubre por la pandemia",noticia,2021-06-23,EM,86
585,el hormiguero: ana torroja cuenta como comenzo a triunfar mecano y su falsa rivalidad con alaska,noticia,2021-06-23,TRESB,70
586,una programacion paritaria e internacional para la temporada 21/22 del centro dramatico nacional,noticia,2021-06-23,PABLO R ROCES,70
587,"manu tenorio: ""daremos el homenaje que se merece a alex casademunt y que deberia haber hecho television española""",noticia,2021-06-23,CRISTINA GALAFATE,86
588,el nuevo 23 de junio de vetusta morla: regreso a los conciertos 500 dias despues,noticia,2021-06-23,PABLO GIL,86
589,"alberto jimenez, de miss caffeina: ""no se es maricon de una unica manera""",noticia,2021-06-23,DARO PRIETO,80
590,"coronavirus españa hoy, ultima hora | los inmunizados no tendran que guardar cuarentena por haber mantenido contacto estrecho con positivos",noticia,2021-06-23,ISABEL VELLOSO  NOELIA MARN  JAVIER MUNERA,73
591,"los del rio: ""con los derechos de autor de la macarena se pueden dar muchas vueltas al mundo""",noticia,2021-06-23,MARTA GONZLEZHONTORIA,73
592,el nuevo ritmo de la noche de madrid: barras reactivadas y permiso para bailar en julio,noticia,2021-06-23,MARA VAQUERO,72
593,"amazon prime day 2021, en directo: estos son los 50 chollos y las ofertas que no te puedes perder en los ultimos minutos",noticia,2021-06-23,BAZAR,74
594,"ana torroja, la joven que rechazo un titulo aristocratico y llego a odiar la fama tras el exito de mecano",noticia,2021-06-22,LUIS FERNANDO ROMO,74
595,"amazon prime day 2021: estos son los 50 mayores chollos, con un descuento de hasta el 86%",noticia,2021-06-22,BAZAR,70
596,"amistades peligrosas, sobre su reencuentro: ""fue cristina la que detono la ruptura... pero ahora fluimos en el escenario""",noticia,2021-06-22,,76
597,"culo, de lola indigo y khea: letra y video",noticia,2021-06-22,TRESB,74
598,"las mejores ofertas de under armour en el amazon prime day 2021: unas zapatillas al 50%, auriculares inalambricos con tecnologia jbl...",noticia,2021-06-22,BAZAR,72
599,estos son los festivales a los que podras ir este verano,noticia,2021-06-22,M CANALES,86
600,el ocio nocturno propone implantar el certificado digital de la ue en discotecas y pubs,noticia,2021-06-22,RAQUEL VILLACIJA,74
601,asi 'amargan' unos vecinos el aperitivo a gabriel rufian y a su novia con el himno de españa,noticia,2021-06-22,LOC,76
602,"conservatorio superior de castellon: ahora es el edificio, 24 años atras, la titulacion",noticia,2021-06-22,CHELO PASTOR,80
603,"la ""pesadilla"" del lider de delacueva, el grupo del sobrino de fernando simon, detenido por error: ""el mal trago me lo he llevado igual""",noticia,2021-06-22,EFE,72
604,"andres calamaro: ""el que no quiere a julio iglesias no quiere ni a su madre""",noticia,2021-06-22,LUCAS PREZ,86
605,"amazon prime day 2021, los mejores descuentos y los grandes chollos, en directo: una smart tv de samsung, un xiaomi redmi note 9, una roomba al 62%...",noticia,2021-06-22,BAZAR,73
606,la familia de meryl streep: asi son los cuatro conocidos hijos que tuvo con el escultor don gummer,noticia,2021-06-22,FTIMA ELIDRISSI,77
607,seis planes para dar la bienvenida al verano,noticia,2021-06-22,MC,77
608,"la conversion de marco antonio solis, el idolo mexicano que paso de querer ser cura a cantarle al amor gay",noticia,2021-06-22,ANDREA MROSA DEL PINO,79
609,la reina sofia vuelve a la agenda de zarzuela despues de sus viajes familiares,noticia,2021-06-22,M PINA,72
610,el auditorio nacional de madrid acogera el tercer concierto sinfonico solidario dreamers,noticia,2021-06-21,E M,86
611,"'un lugar tranquilo 2', lo nuevo de salma hayek y todos los estrenos de cine de la semana",noticia,2021-06-21,JAVIER ESTRADA,72
612,"audi rs 5 sportbackquattro, fuerza y belleza se dan la mano",noticia,2021-06-21,FERNANDO LLAMAS,70
613,"nativel preciado: ""esta pandemia ha servido para dejar en evidencia a los gorrones, a todos los que viven del cuento""",noticia,2021-06-21,MARISA DEL BOSQUE,70
614,amazon prime day 2021: las mejores ofertas en auriculares bluetooth,noticia,2021-06-21,PIXEL,70
615,"amazon prime day 2021: los mejores descuentos y ofertas de samsung, cecotec, xiaomi, huawei y otras grandes marcas",noticia,2021-06-21,BAZAR,72
616,seis gadgets muy rebajados en el amazon prime day que te querras comprar ya,noticia,2021-06-21,ANA BRETN,70
617,ruta por el madrid macarra y salvaje,noticia,2021-06-20,ANA DEL BARRIO,72
